"distance","placeName","distanceNumber","hotelId","hotelLocation"
"19.2km","Singapore Changi Airport",19190,687474,"Marina Bay"
"26.4km","Woodlands Train Checkpoint",26380,687474,"Marina Bay"
"320m","Esplanade",320,687474,"Marina Bay"
"540m","City Hall",540,687474,"Marina Bay"
"580m","Marina Bay",580,687474,"Marina Bay"
"136m","Twenty.Six@Purvis",136,687474,"Marina Bay"
"153m","Spa by JW",153,687474,"Marina Bay"
"153m","Pine Spa",153,687474,"Marina Bay"
"170m","Big Bus Singapore",170,687474,"Marina Bay"
"171m","DUCK Tours",171,687474,"Marina Bay"
"198m","Spa Club At Beach Road",198,687474,"Marina Bay"
"208m","Mint Museum of Toys",208,687474,"Marina Bay"
"222m","Lalin Gallery",222,687474,"Marina Bay"
"224m","Suntec Singapore International Convention and Exhibition Centre",224,687474,"Marina Bay"
"243m","Rabbit Owl Depot",243,687474,"Marina Bay"
"19.1km","Singapore Changi Airport",19120,992740,"Marina Bay"
"26.9km","Woodlands Train Checkpoint",26900,992740,"Marina Bay"
"360m","Esplanade",360,992740,"Marina Bay"
"580m","City Hall",580,992740,"Marina Bay"
"660m","Marina Bay",660,992740,"Marina Bay"
"79m","Spa Club At Beach Road",79,992740,"Marina Bay"
"114m","Pine Spa",114,992740,"Marina Bay"
"130m","Twenty.Six@Purvis",130,992740,"Marina Bay"
"191m","Rabbit Owl Depot",191,992740,"Marina Bay"
"212m","DrSpa",212,992740,"Marina Bay"
"218m","Mint Museum of Toys",218,992740,"Marina Bay"
"218m","Unravel",218,992740,"Marina Bay"
"246m","GOURMETbus",246,992740,"Marina Bay"
"246m","Dream Drive Pte Ltd",246,992740,"Marina Bay"
"246m","Cool de Sac Play Centre",246,992740,"Marina Bay"
"19.6km","Singapore Changi Airport",19630,687472,"Marina Bay"
"26.8km","Woodlands Train Checkpoint",26750,687472,"Marina Bay"
"230m","Bras Basah",230,687472,"Marina Bay"
"430m","Bencoolen MRT",430,687472,"Marina Bay"
"800m","Marina Bay",800,687472,"Marina Bay"
"113m","Chan Hampe Galleries",113,687472,"Marina Bay"
"113m","Estheva Spa",113,687472,"Marina Bay"
"120m","Mint Museum of Toys",120,687472,"Marina Bay"
"131m","LifeSpa",131,687472,"Marina Bay"
"149m","National Library of Singapore",149,687472,"Marina Bay"
"157m","Carlton",157,687472,"Marina Bay"
"180m","Rabbit Owl Depot",180,687472,"Marina Bay"
"200m","Lalin Gallery",200,687472,"Marina Bay"
"208m","Twenty.Six@Purvis",208,687472,"Marina Bay"
"208m","Chijmes",208,687472,"Marina Bay"
"20.1km","Singapore Changi Airport",20140,905760,"Marina Bay"
"22km","Woodlands Train Checkpoint",21990,905760,"Marina Bay"
"410m","City Hall",410,905760,"Marina Bay"
"630m","Clarke Quay",630,905760,"Marina Bay"
"1km","Marina Bay",1050,905760,"Marina Bay"
"29m","Capitol Theatre",29,905760,"Marina Bay"
"61m","Singapore Free Walks",61,905760,"Marina Bay"
"126m","St Andrew's Cathedral",126,905760,"Marina Bay"
"135m","Stamford House",135,905760,"Marina Bay"
"139m","Ode To Art Contemporary",139,905760,"Marina Bay"
"195m","Urban SPA",195,905760,"Marina Bay"
"198m","National Heritage Board",198,905760,"Marina Bay"
"211m","Armenian Apostolic Church of St. Gregory the Illuminator",211,905760,"Marina Bay"
"219m","Hill Street Building",219,905760,"Marina Bay"
"231m","Sushi Don",231,905760,"Marina Bay"
"20.1km","Singapore Changi Airport",20140,687485,"Marina Bay"
"22km","Woodlands Train Checkpoint",21990,687485,"Marina Bay"
"420m","City Hall",420,687485,"Marina Bay"
"630m","Clarke Quay",630,687485,"Marina Bay"
"1.2km","Marina Bay",1210,687485,"Marina Bay"
"40m","Capitol Theatre",40,687485,"Marina Bay"
"69m","Singapore Free Walks",69,687485,"Marina Bay"
"128m","St Andrew's Cathedral",128,687485,"Marina Bay"
"139m","Stamford House",139,687485,"Marina Bay"
"142m","Ode To Art Contemporary",142,687485,"Marina Bay"
"182m","Urban SPA",182,687485,"Marina Bay"
"200m","National Heritage Board",200,687485,"Marina Bay"
"201m","Armenian Apostolic Church of St. Gregory the Illuminator",201,687485,"Marina Bay"
"206m","Hill Street Building",206,687485,"Marina Bay"
"218m","Sushi Don",218,687485,"Marina Bay"
"19.5km","Singapore Changi Airport",19490,97209990,"Bugis"
"21.4km","Woodlands Train Checkpoint",21420,97209990,"Bugis"
"290m","Bras Basah",290,97209990,"Bugis"
"420m","Bencoolen MRT",420,97209990,"Bugis"
"770m","Bugis",770,97209990,"Bugis"
"59m","National Library of Singapore",59,97209990,"Bugis"
"112m","St Joseph's Church (Victoria Street)",112,97209990,"Bugis"
"128m","National Design Centre",128,97209990,"Bugis"
"134m","InterContinental Singapore Heritage Trail",134,97209990,"Bugis"
"140m","Rabbit Owl Depot",140,97209990,"Bugis"
"174m","Mint Museum of Toys",174,97209990,"Bugis"
"208m","Unravel",208,97209990,"Bugis"
"221m","Filmgarde",221,97209990,"Bugis"
"225m","Pine Spa",225,97209990,"Bugis"
"226m","Manekineko Bugis+",226,97209990,"Bugis"
"19.3km","Singapore Changi Airport",19270,995082,"Marina Bay"
"28km","Woodlands Train Checkpoint",28050,995082,"Marina Bay"
"270m","Esplanade",270,995082,"Marina Bay"
"590m","Promenade",590,995082,"Marina Bay"
"570m","Marina Bay",570,995082,"Marina Bay"
"102m","Kglow Skinlab",102,995082,"Marina Bay"
"112m","Millenia Walk Indoor Skiing Course",112,995082,"Marina Bay"
"132m","Marina Square",132,995082,"Marina Bay"
"159m","NERF Action Xperience",159,995082,"Marina Bay"
"177m","Chinese Heritage Museum",177,995082,"Marina Bay"
"192m","The Spa at Mandarin Oriental Singapore",192,995082,"Marina Bay"
"196m","Pinkfong World Adventure - Singapore",196,995082,"Marina Bay"
"224m","Suntec Singapore International Convention and Exhibition Centre",224,995082,"Marina Bay"
"230m","Captain Explorer DUKW™ Tour",230,995082,"Marina Bay"
"230m","FunVee Open Top Bus",230,995082,"Marina Bay"
"20.3km","Singapore Changi Airport",20310,44320758,"Marina Bay"
"27.5km","Woodlands Train Checkpoint",27450,44320758,"Marina Bay"
"520m","City Hall",520,44320758,"Marina Bay"
"520m","Clarke Quay",520,44320758,"Marina Bay"
"1.2km","Marina Bay",1160,44320758,"Marina Bay"
"121m","Urban SPA",121,44320758,"Marina Bay"
"129m","Capitol Theatre",129,44320758,"Marina Bay"
"129m","Sushi Don",129,44320758,"Marina Bay"
"131m","Singapore Free Walks",131,44320758,"Marina Bay"
"148m","Hill Street Building",148,44320758,"Marina Bay"
"148m","St Andrew's Cathedral",148,44320758,"Marina Bay"
"151m","Hologate Singapore",151,44320758,"Marina Bay"
"174m","Central Fire Station",174,44320758,"Marina Bay"
"183m","Armenian Apostolic Church of St. Gregory the Illuminator",183,44320758,"Marina Bay"
"183m","Civil Defence Heritage Gallery",183,44320758,"Marina Bay"
"19.1km","Singapore Changi Airport",19130,932167,"Marina Bay"
"27.8km","Woodlands Train Checkpoint",27810,932167,"Marina Bay"
"470m","Promenade",470,932167,"Marina Bay"
"880m","Esplanade",880,932167,"Marina Bay"
"730m","Marina Bay",730,932167,"Marina Bay"
"40m","Millenia Walk Indoor Skiing Course",40,932167,"Marina Bay"
"40m","Kglow Skinlab",40,932167,"Marina Bay"
"110m","Chinese Heritage Museum",110,932167,"Marina Bay"
"247m","Marina Square",247,932167,"Marina Bay"
"258m","Fountain of Wealth",258,932167,"Marina Bay"
"266m","Alive Museum",266,932167,"Marina Bay"
"275m","The Spa at Mandarin Oriental Singapore",275,932167,"Marina Bay"
"280m","NERF Action Xperience",280,932167,"Marina Bay"
"288m","Boat Quay ",288,932167,"Marina Bay"
"289m","Pinkfong World Adventure - Singapore",289,932167,"Marina Bay"
"20.2km","Singapore Changi Airport",20160,1308129,"Marina Bay"
"26.9km","Woodlands Train Checkpoint",26940,1308129,"Marina Bay"
"770m","Esplanade",770,1308129,"Marina Bay"
"820m","Promenade",820,1308129,"Marina Bay"
"660m","Marina Bay",660,1308129,"Marina Bay"
"67m","Chinese Heritage Museum",67,1308129,"Marina Bay"
"104m","Kglow Skinlab",104,1308129,"Marina Bay"
"159m","Millenia Walk Indoor Skiing Course",159,1308129,"Marina Bay"
"163m","The Spa at Mandarin Oriental Singapore",163,1308129,"Marina Bay"
"179m","Marina Square",179,1308129,"Marina Bay"
"184m","Pinkfong World Adventure - Singapore",184,1308129,"Marina Bay"
"215m","NERF Action Xperience",215,1308129,"Marina Bay"
"246m","The Ritz-Carlton Spa, Singapore",246,1308129,"Marina Bay"
"248m","Youth Olympic Park",248,1308129,"Marina Bay"
"275m","Pororo Park Singapore",275,1308129,"Marina Bay"
"24km","Singapore Changi Airport",23980,1706908,"Orchard Road"
"19.8km","Woodlands Train Checkpoint",19830,1706908,"Orchard Road"
"1.2km","Newton",1230,1706908,"Orchard Road"
"1.3km","Orchard",1330,1706908,"Orchard Road"
"240m","Orchard Road",240,1706908,"Orchard Road"
"104m","K+ Curatorial Space",104,1706908,"Orchard Road"
"113m","BRIX",113,1706908,"Orchard Road"
"132m","Sense De Belle",132,1706908,"Orchard Road"
"148m","Serena Spa",148,1706908,"Orchard Road"
"150m","Starz Zone",150,1706908,"Orchard Road"
"154m","It works",154,1706908,"Orchard Road"
"178m","Chocosan foot reflexology",178,1706908,"Orchard Road"
"232m","Spa Rael Goodwood Park Hotel",232,1706908,"Orchard Road"
"241m","The Epicurean State",241,1706908,"Orchard Road"
"244m","Ayuthaya Spa",244,1706908,"Orchard Road"
"23.7km","Singapore Changi Airport",23740,8497129,"Orchard Road"
"19.2km","Woodlands Train Checkpoint",19180,8497129,"Orchard Road"
"620m","Orchard",620,8497129,"Orchard Road"
"1.4km","Newton",1390,8497129,"Orchard Road"
"570m","Orchard Road",570,8497129,"Orchard Road"
"37m","Supreme Q.X. Beauty Spa",37,8497129,"Orchard Road"
"37m","Ayuthaya Spa",37,8497129,"Orchard Road"
"94m","Footworks Reflexology",94,8497129,"Orchard Road"
"97m","Shaw Concessions",97,8497129,"Orchard Road"
"108m","Pop And Contemporary Fine Art",108,8497129,"Orchard Road"
"112m","Singapore Sidecars",112,8497129,"Orchard Road"
"169m","Chocosan foot reflexology",169,8497129,"Orchard Road"
"170m","BRIX",170,8497129,"Orchard Road"
"179m","Padma Spa",179,8497129,"Orchard Road"
"186m","K+ Curatorial Space",186,8497129,"Orchard Road"
"23km","Singapore Changi Airport",23040,996342,"Orchard Road"
"19.8km","Woodlands Train Checkpoint",19820,996342,"Orchard Road"
"1.1km","Newton",1110,996342,"Orchard Road"
"1.2km","Orchard",1160,996342,"Orchard Road"
"480m","Orchard Road",480,996342,"Orchard Road"
"132m","EGT Scooter",132,996342,"Orchard Road"
"229m","My Cozy Room Boutique Spa",229,996342,"Orchard Road"
"263m","Zhao Wei Films",263,996342,"Orchard Road"
"280m","Spa Rael Goodwood Park Hotel",280,996342,"Orchard Road"
"378m","SK-II Boutique Spa",378,996342,"Orchard Road"
"385m","Sense De Belle",385,996342,"Orchard Road"
"428m","Chocosan foot reflexology",428,996342,"Orchard Road"
"447m","BRIX",447,996342,"Orchard Road"
"459m","Padma Spa",459,996342,"Orchard Road"
"479m","Masjid Falah",479,996342,"Orchard Road"
"24km","Singapore Changi Airport",24040,909897,"Orchard Road"
"19.5km","Woodlands Train Checkpoint",19480,909897,"Orchard Road"
"940m","Orchard",940,909897,"Orchard Road"
"1.6km","Newton",1630,909897,"Orchard Road"
"880m","Orchard Road",880,909897,"Orchard Road"
"77m","Swuk Aesthetics & Spa",77,909897,"Orchard Road"
"221m","YANG Gallery",221,909897,"Orchard Road"
"274m","Pop And Contemporary Fine Art",274,909897,"Orchard Road"
"275m","Footworks Reflexology",275,909897,"Orchard Road"
"298m","Wellaholic (Clarke Quay Outlet)",298,909897,"Orchard Road"
"309m","Four Seasons Spa",309,909897,"Orchard Road"
"322m","Supreme Q.X. Beauty Spa",322,909897,"Orchard Road"
"329m","Ayuthaya Spa",329,909897,"Orchard Road"
"334m","The American Club Singapore",334,909897,"Orchard Road"
"338m","Shaw Concessions",338,909897,"Orchard Road"
"23km","Singapore Changi Airport",23010,6401620,"Orchard Road"
"19.8km","Woodlands Train Checkpoint",19790,6401620,"Orchard Road"
"640m","Somerset",640,6401620,"Orchard Road"
"770m","Orchard",770,6401620,"Orchard Road"
"920m","Orchard Road",920,6401620,"Orchard Road"
"111m","Emerald Hill",111,6401620,"Orchard Road"
"222m","New Creation Church",222,6401620,"Orchard Road"
"225m","Masjid Falah",225,6401620,"Orchard Road"
"236m","My Cozy Room Boutique Spa",236,6401620,"Orchard Road"
"252m","Beauty 21",252,6401620,"Orchard Road"
"284m","Orchard Road",284,6401620,"Orchard Road"
"292m","Alley Bar",292,6401620,"Orchard Road"
"304m","Celestial Sanctuary",304,6401620,"Orchard Road"
"332m","Moshi Moshi Bollywood",332,6401620,"Orchard Road"
"335m","RN Spa",335,6401620,"Orchard Road"
"23.1km","Singapore Changi Airport",23100,84720555,"Orchard Road"
"19.9km","Woodlands Train Checkpoint",19890,84720555,"Orchard Road"
"510m","Somerset",510,84720555,"Orchard Road"
"660m","Orchard",660,84720555,"Orchard Road"
"1.3km","Orchard Road",1290,84720555,"Orchard Road"
"110m","Beauty 21",110,84720555,"Orchard Road"
"111m","Celestial Sanctuary",111,84720555,"Orchard Road"
"114m","Observation Lounge",114,84720555,"Orchard Road"
"117m","Orchard Road",117,84720555,"Orchard Road"
"136m","Bounce Singapore",136,84720555,"Orchard Road"
"149m","Masjid Falah",149,84720555,"Orchard Road"
"151m","Ganso Manekineko",151,84720555,"Orchard Road"
"151m","Amazing Castle",151,84720555,"Orchard Road"
"226m","Alley Bar",226,84720555,"Orchard Road"
"233m","HUB Singapore",233,84720555,"Orchard Road"
"24.1km","Singapore Changi Airport",24130,10930412,"Orchard Road"
"18km","Woodlands Train Checkpoint",17950,10930412,"Orchard Road"
"950m","Stevens",950,10930412,"Orchard Road"
"1.5km","Newton",1510,10930412,"Orchard Road"
"1.2km","Orchard Road",1200,10930412,"Orchard Road"
"461m","CHI, The Spa at Shangri-La",461,10930412,"Orchard Road"
"520m","Imbiah Battery",520,10930412,"Orchard Road"
"671m","The American Club Singapore",671,10930412,"Orchard Road"
"682m","SK-II Boutique Spa",682,10930412,"Orchard Road"
"742m","Swuk Aesthetics & Spa",742,10930412,"Orchard Road"
"762m","Padma Spa",762,10930412,"Orchard Road"
"817m","Spaboutique",817,10930412,"Orchard Road"
"823m","Zhao Wei Films",823,10930412,"Orchard Road"
"841m","Supreme Q.X. Beauty Spa",841,10930412,"Orchard Road"
"850m","Chocosan foot reflexology",850,10930412,"Orchard Road"
"23.6km","Singapore Changi Airport",23590,47626297,"Orchard Road"
"21km","Woodlands Train Checkpoint",20970,47626297,"Orchard Road"
"700m","Dhoby Ghaut",700,47626297,"Orchard Road"
"720m","Fort Canning MRT",720,47626297,"Orchard Road"
"1.9km","Orchard Road",1930,47626297,"Orchard Road"
"184m","LaserOPS",184,47626297,"Orchard Road"
"187m","Orchard Road Presbyterian Church",187,47626297,"Orchard Road"
"210m","Freeing SG",210,47626297,"Orchard Road"
"215m","The Luxe Art Museum",215,47626297,"Orchard Road"
"250m","Battlebox Museum Singapore",250,47626297,"Orchard Road"
"251m","Fort Canning Sculpture Trail",251,47626297,"Orchard Road"
"256m","Wesley Methodist Church",256,47626297,"Orchard Road"
"257m","Former House of Tan Yeok Nee",257,47626297,"Orchard Road"
"268m","Singapore Dance Theatre",268,47626297,"Orchard Road"
"276m","Chinois Spa",276,47626297,"Orchard Road"
"22.3km","Singapore Changi Airport",22290,996054,"Singapore River"
"21.6km","Woodlands Train Checkpoint",21600,996054,"Singapore River"
"1.1km","Fort Canning MRT",1130,996054,"Singapore River"
"1.2km","Chinatown",1200,996054,"Singapore River"
"220m","Singapore River",220,996054,"Singapore River"
"440m","Robertson Quay",440,996054,"Singapore River"
"181m","Theatreworks",181,996054,"Singapore River"
"238m","Alkaff Bridge",238,996054,"Singapore River"
"243m","Robertson Quay",243,996054,"Singapore River"
"338m","Waka Waka",338,996054,"Singapore River"
"343m","Amped Trampoline Park",343,996054,"Singapore River"
"457m","Culinaryon",457,996054,"Singapore River"
"464m","Kim Seng Park",464,996054,"Singapore River"
"483m","Aegle TCM Clinique",483,996054,"Singapore River"
"490m","Singapore Repertory Theatre",490,996054,"Singapore River"
"496m","Singapore Hong San See",496,996054,"Singapore River"
"19.5km","Singapore Changi Airport",19550,8695392,"Lavender"
"25km","Woodlands Train Checkpoint",24970,8695392,"Lavender"
"620m","Jalan Besar MRT",620,8695392,"Lavender"
"690m","Lavender",690,8695392,"Lavender"
"350m","Lavender",350,8695392,"Lavender"
"206m","Putian Tiandao Church",206,8695392,"Lavender"
"222m","Soon Kee Boneless Lor Duck Rice",222,8695392,"Lavender"
"250m","Malabar Mosque",250,8695392,"Lavender"
"259m","Sushi Bee",259,8695392,"Lavender"
"270m","Jalan Besar Stadium",270,8695392,"Lavender"
"292m","Jalan Besar Swimming Complex",292,8695392,"Lavender"
"358m","Wellaholic (Lavender Outlet)",358,8695392,"Lavender"
"451m","Post-Museum",451,8695392,"Lavender"
"454m","MAM Holidays Singapore",454,8695392,"Lavender"
"460m","Green Apple Spa",460,8695392,"Lavender"
"18.9km","Singapore Changi Airport",18930,998518,"Bugis"
"25.9km","Woodlands Train Checkpoint",25930,998518,"Bugis"
"600m","Bugis",600,998518,"Bugis"
"640m","Lavender",640,998518,"Bugis"
"840m","Bugis",840,998518,"Bugis"
"56m","Alsagoff Arab School",56,998518,"Bugis"
"74m","MAM Holidays Singapore",74,998518,"Bugis"
"123m","Xi Yuan Foot Spa",123,998518,"Bugis"
"144m","Green Apple Spa",144,998518,"Bugis"
"149m","Sultan's Gate",149,998518,"Bugis"
"157m","Malay Heritage Centre",157,998518,"Bugis"
"166m","Malabar Mosque",166,998518,"Bugis"
"220m","The Gem Museum",220,998518,"Bugis"
"252m","Trapped",252,998518,"Bugis"
"256m","Children Little Museum",256,998518,"Bugis"
"15.6km","Singapore Changi Airport",15650,996327,"Lavender"
"18.3km","Woodlands Train Checkpoint",18260,996327,"Lavender"
"100m","Lavender",100,996327,"Lavender"
"630m","Bendemeer MRT",630,996327,"Lavender"
"340m","Lavender",340,996327,"Lavender"
"185m","Sushi Bee",185,996327,"Lavender"
"187m","Wellaholic (Lavender Outlet)",187,996327,"Lavender"
"202m","Sri Manmatha Karuneshvarar Temple",202,996327,"Lavender"
"206m","Boulder+",206,996327,"Lavender"
"453m","Jalan Besar Stadium",453,996327,"Lavender"
"461m","Soon Kee Boneless Lor Duck Rice",461,996327,"Lavender"
"510m","Malabar Mosque",510,996327,"Lavender"
"526m","Jalan Besar Swimming Complex",526,996327,"Lavender"
"571m","Thekchen Choling",571,996327,"Lavender"
"594m","1965 Craft Beer",594,996327,"Lavender"
"19.9km","Singapore Changi Airport",19910,79568182,"Lavender"
"21.4km","Woodlands Train Checkpoint",21360,79568182,"Lavender"
"520m","Jalan Besar MRT",520,79568182,"Lavender"
"620m","Farrer Park",620,79568182,"Lavender"
"540m","Lavender",540,79568182,"Lavender"
"51m","Jalan Besar Swimming Complex",51,79568182,"Lavender"
"93m","Soon Kee Boneless Lor Duck Rice",93,79568182,"Lavender"
"113m","Jalan Besar Stadium",113,79568182,"Lavender"
"185m","Putian Tiandao Church",185,79568182,"Lavender"
"261m","Thekchen Choling",261,79568182,"Lavender"
"315m","Airzone",315,79568182,"Lavender"
"333m","Petain Road",333,79568182,"Lavender"
"353m","UOB ATM - City Square Mall",353,79568182,"Lavender"
"390m","Wellaholic (Lavender Outlet)",390,79568182,"Lavender"
"411m","Post-Museum",411,79568182,"Lavender"
"20.5km","Singapore Changi Airport",20550,4397252,"Lavender"
"24.8km","Woodlands Train Checkpoint",24840,4397252,"Lavender"
"300m","Bendemeer MRT",300,4397252,"Lavender"
"720m","Lavender",720,4397252,"Lavender"
"690m","Lavender",690,4397252,"Lavender"
"250m","Boulder+",250,4397252,"Lavender"
"270m","Thekchen Choling",270,4397252,"Lavender"
"286m","Wellaholic (Lavender Outlet)",286,4397252,"Lavender"
"358m","Jalan Besar Stadium",358,4397252,"Lavender"
"408m","Jalan Besar Swimming Complex",408,4397252,"Lavender"
"409m","Soon Kee Boneless Lor Duck Rice",409,4397252,"Lavender"
"480m","Sushi Bee",480,4397252,"Lavender"
"510m","Sri Manmatha Karuneshvarar Temple",510,4397252,"Lavender"
"553m","Petain Road",553,4397252,"Lavender"
"625m","Putian Tiandao Church",625,4397252,"Lavender"
"19.6km","Singapore Changi Airport",19640,4065387,"Lavender"
"20.9km","Woodlands Train Checkpoint",20870,4065387,"Lavender"
"460m","Bendemeer MRT",460,4065387,"Lavender"
"910m","Lavender",910,4065387,"Lavender"
"680m","Lavender",680,4065387,"Lavender"
"161m","Thekchen Choling",161,4065387,"Lavender"
"301m","Jalan Besar Stadium",301,4065387,"Lavender"
"330m","Wellaholic (Lavender Outlet)",330,4065387,"Lavender"
"334m","Jalan Besar Swimming Complex",334,4065387,"Lavender"
"346m","Boulder+",346,4065387,"Lavender"
"355m","Soon Kee Boneless Lor Duck Rice",355,4065387,"Lavender"
"439m","Petain Road",439,4065387,"Lavender"
"510m","Sushi Bee",510,4065387,"Lavender"
"532m","Sri Vadapathira Kaliamman Temple",532,4065387,"Lavender"
"548m","Airzone",548,4065387,"Lavender"
"20.5km","Singapore Changi Airport",20450,1620002,"Little India"
"20.7km","Woodlands Train Checkpoint",20660,1620002,"Little India"
"440m","Farrer Park",440,1620002,"Little India"
"710m","Jalan Besar MRT",710,1620002,"Little India"
"620m","Little India",620,1620002,"Little India"
"262m","UOB ATM - City Square Mall",262,1620002,"Little India"
"281m","Post-Museum",281,1620002,"Little India"
"292m","Farrer Park",292,1620002,"Little India"
"311m","Kampong Kapor Methodist Church",311,1620002,"Little India"
"319m","Sri Veeramakaliamman Temple",319,1620002,"Little India"
"323m","Airzone",323,1620002,"Little India"
"370m","Lady Fair Beauty Centre",370,1620002,"Little India"
"417m","Thaipusam Festival",417,1620002,"Little India"
"420m","Amrita Ayurveda and Yoga",420,1620002,"Little India"
"431m","Sri Srinivasa Perumal Temple",431,1620002,"Little India"
"19.5km","Singapore Changi Airport",19550,932150,"Bugis"
"21.2km","Woodlands Train Checkpoint",21170,932150,"Bugis"
"220m","Bras Basah",220,932150,"Bugis"
"370m","Bencoolen MRT",370,932150,"Bugis"
"730m","Bugis",730,932150,"Bugis"
"41m","St Joseph's Church (Victoria Street)",41,932150,"Bugis"
"88m","National Design Centre",88,932150,"Bugis"
"130m","National Library of Singapore",130,932150,"Bugis"
"179m","InterContinental Singapore Heritage Trail",179,932150,"Bugis"
"207m","Manekineko Bugis+",207,932150,"Bugis"
"213m","Rabbit Owl Depot",213,932150,"Bugis"
"217m","Filmgarde",217,932150,"Bugis"
"229m","Church of Saints Peter & Paul",229,932150,"Bugis"
"231m","The Private Museum",231,932150,"Bugis"
"241m","Mint Museum of Toys",241,932150,"Bugis"
"20.2km","Singapore Changi Airport",20250,962739,"Marina Bay"
"27.2km","Woodlands Train Checkpoint",27190,962739,"Marina Bay"
"580m","Promenade",580,962739,"Marina Bay"
"800m","Esplanade",800,962739,"Marina Bay"
"790m","Marina Bay",790,962739,"Marina Bay"
"141m","The Ritz-Carlton Spa, Singapore",141,962739,"Marina Bay"
"142m","Chinese Heritage Museum",142,962739,"Marina Bay"
"202m","Chingay 2015",202,962739,"Marina Bay"
"222m","Kglow Skinlab",222,962739,"Marina Bay"
"255m","Millenia Walk Indoor Skiing Course",255,962739,"Marina Bay"
"261m","Kenko Reflexology and Fish Spa",261,962739,"Marina Bay"
"280m","F1 Pit Building",280,962739,"Marina Bay"
"292m","City Tourist Hub",292,962739,"Marina Bay"
"293m","Flight Experience Singapore",293,962739,"Marina Bay"
"294m","Singapore Flyer",294,962739,"Marina Bay"
"20.5km","Singapore Changi Airport",20510,10231080,"Bugis"
"21.7km","Woodlands Train Checkpoint",21670,10231080,"Bugis"
"60m","Bencoolen MRT",60,10231080,"Bugis"
"320m","Bras Basah",320,10231080,"Bugis"
"700m","Bugis",700,10231080,"Bugis"
"107m","The Theatre Practice",107,10231080,"Bugis"
"122m","SIA Hop-on",122,10231080,"Bugis"
"125m","Masjid Bencoolen",125,10231080,"Bugis"
"134m","Healthfit Massage Therapy",134,10231080,"Bugis"
"145m","The Private Museum",145,10231080,"Bugis"
"154m","Church of Saints Peter & Paul",154,10231080,"Bugis"
"163m","Maghain Aboth",163,10231080,"Bugis"
"204m","Sri Krishnan Temple",204,10231080,"Bugis"
"215m","Guanyin Hall in Sima Road",215,10231080,"Bugis"
"218m","St Joseph's Church (Victoria Street)",218,10231080,"Bugis"
"22.5km","Singapore Changi Airport",22460,996304,"Singapore River"
"21.2km","Woodlands Train Checkpoint",21250,996304,"Singapore River"
"710m","Fort Canning MRT",710,996304,"Singapore River"
"1.2km","Chinatown",1150,996304,"Singapore River"
"380m","Singapore River",380,996304,"Singapore River"
"510m","Robertson Quay",510,996304,"Singapore River"
"101m","Culinaryon",101,996304,"Singapore River"
"121m","Aegle TCM Clinique",121,996304,"Singapore River"
"145m","Singapore Repertory Theatre",145,996304,"Singapore River"
"172m","Robertson Quay",172,996304,"Singapore River"
"180m","Singapore Hong San See",180,996304,"Singapore River"
"181m","Theatreworks",181,996304,"Singapore River"
"189m","Alkaff Bridge",189,996304,"Singapore River"
"242m","Amped Trampoline Park",242,996304,"Singapore River"
"337m","Chettiar Temple",337,996304,"Singapore River"
"355m","Tan Si Chong Su Temple",355,996304,"Singapore River"
"19.5km","Singapore Changi Airport",19540,23967152,"Bugis"
"27km","Woodlands Train Checkpoint",27040,23967152,"Bugis"
"480m","Bugis",480,23967152,"Bugis"
"520m","Esplanade",520,23967152,"Bugis"
"890m","Bugis",890,23967152,"Bugis"
"90m","Spa Club At Beach Road",90,23967152,"Bugis"
"96m","DrSpa",96,23967152,"Bugis"
"180m","Unravel",180,23967152,"Bugis"
"208m","Pine Spa",208,23967152,"Bugis"
"235m","GOURMETbus",235,23967152,"Bugis"
"235m","Dream Drive Pte Ltd",235,23967152,"Bugis"
"235m","Cool de Sac Play Centre",235,23967152,"Bugis"
"235m","Singapore Trolley",235,23967152,"Bugis"
"235m","Live Life Detour",235,23967152,"Bugis"
"235m","Calla Spa",235,23967152,"Bugis"
"21.6km","Singapore Changi Airport",21590,995072,"Singapore River"
"29.4km","Woodlands Train Checkpoint",29380,995072,"Singapore River"
"450m","Clarke Quay",450,995072,"Singapore River"
"630m","Chinatown",630,995072,"Singapore River"
"370m","Boat Quay",370,995072,"Singapore River"
"1.7km","Singapore River",1710,995072,"Singapore River"
"27m","Rabbar Entertainment",27,995072,"Singapore River"
"39m","The Merry Lion Comedy Cafe And Bar",39,995072,"Singapore River"
"105m","Elgin Bridge",105,995072,"Singapore River"
"121m","Sabaai Sabaai Thai Massage",121,995072,"Singapore River"
"159m","Singapore River",159,995072,"Singapore River"
"167m","Shen Nong Spa",167,995072,"Singapore River"
"169m","Singapore River Festival",169,995072,"Singapore River"
"169m","Raffles' Landing Site",169,995072,"Singapore River"
"179m","Urbane Nomads",179,995072,"Singapore River"
"183m","Pulau Seking",183,995072,"Singapore River"
"21.2km","Singapore Changi Airport",21250,1005152,"Singapore River"
"29.5km","Woodlands Train Checkpoint",29520,1005152,"Singapore River"
"450m","Clarke Quay",450,1005152,"Singapore River"
"690m","Chinatown",690,1005152,"Singapore River"
"290m","Boat Quay",290,1005152,"Singapore River"
"1.9km","Singapore River",1870,1005152,"Singapore River"
"54m","Rabbar Entertainment",54,1005152,"Singapore River"
"80m","The Merry Lion Comedy Cafe And Bar",80,1005152,"Singapore River"
